,ID,UI_1990,UI_1995,UI_2000,UI_2005,UI_2010,UI_2015,UI_2020,popden_1980,popden_1990,popden_2000,popden_2005,popden_2010,popden_2015,popden_2020,travelTime_2000,travelTime_2015,soilTexture,soilClass,aveMinTemp_1986,aveMinTemp_1987,aveMinTemp_1988,aveMinTemp_1989,aveMinTemp_1990,aveMinTemp_1991,aveMinTemp_1992,aveMinTemp_1993,aveMinTemp_1994,aveMinTemp_1995,aveMinTemp_1996,aveMinTemp_1997,aveMinTemp_1998,aveMinTemp_1999,aveMinTemp_2000,aveMinTemp_2001,aveMinTemp_2002,aveMinTemp_2003,aveMinTemp_2004,aveMinTemp_2005,aveMinTemp_2006,aveMinTemp_2007,aveMinTemp_2008,aveMinTemp_2009,aveMinTemp_2010,aveMinTemp_2011,aveMinTemp_2012,aveMinTemp_2013,aveMinTemp_2014,aveMinTemp_2015,aveMinTemp_2016,aveMinTemp_2017,aveMinTemp_2018,aveMinTemp_2019,aveMinTemp_2020,aveMinTemp_2021,aveMaxTemp_1986,aveMaxTemp_1987,aveMaxTemp_1988,aveMaxTemp_1989,aveMaxTemp_1990,aveMaxTemp_1991,aveMaxTemp_1992,aveMaxTemp_1993,aveMaxTemp_1994,aveMaxTemp_1995,aveMaxTemp_1996,aveMaxTemp_1997,aveMaxTemp_1998,aveMaxTemp_1999,aveMaxTemp_2000,aveMaxTemp_2001,aveMaxTemp_2002,aveMaxTemp_2003,aveMaxTemp_2004,aveMaxTemp_2005,aveMaxTemp_2006,aveMaxTemp_2007,aveMaxTemp_2008,aveMaxTemp_2009,aveMaxTemp_2010,aveMaxTemp_2011,aveMaxTemp_2012,aveMaxTemp_2013,aveMaxTemp_2014,aveMaxTemp_2015,aveMaxTemp_2016,aveMaxTemp_2017,aveMaxTemp_2018,aveMaxTemp_2019,aveMaxTemp_2020,aveMaxTemp_2021,avePrec_1986,avePrec_1987,avePrec_1988,avePrec_1989,avePrec_1990,avePrec_1991,avePrec_1992,avePrec_1993,avePrec_1994,avePrec_1995,avePrec_1996,avePrec_1997,avePrec_1998,avePrec_1999,avePrec_2000,avePrec_2001,avePrec_2002,avePrec_2003,avePrec_2004,avePrec_2005,avePrec_2006,avePrec_2007,avePrec_2008,avePrec_2009,avePrec_2010,avePrec_2011,avePrec_2012,avePrec_2013,avePrec_2014,avePrec_2015,avePrec_2016,avePrec_2017,avePrec_2018,avePrec_2019,avePrec_2020,avePrec_2021,lc_1992,lc_1993,lc_1994,lc_1995,lc_1996,lc_1997,lc_1998,lc_1999,lc_2000,lc_2001,lc_2002,lc_2003,lc_2004,lc_2005,lc_2006,lc_2007,lc_2008,lc_2009,lc_2010,lc_2011,lc_2012,lc_2013,lc_2014,lc_2015,lc_2016,lc_2017,lc_2018,lc_2019,lc_2020,lc_2021,MCWD_1986,MCWD_1987,MCWD_1988,MCWD_1989,MCWD_1990,MCWD_1991,MCWD_1992,MCWD_1993,MCWD_1994,MCWD_1995,MCWD_1996,MCWD_1997,MCWD_1998,MCWD_1999,MCWD_2000,MCWD_2001,MCWD_2002,MCWD_2003,MCWD_2004,MCWD_2005,MCWD_2006,MCWD_2007,MCWD_2008,MCWD_2009,MCWD_2010,MCWD_2011,MCWD_2012,MCWD_2013,MCWD_2014,MCWD_2015,MCWD_2016,MCWD_2017,MCWD_2018,MCWD_2019,MCWD_2020,slope,dem,aspect,BA_1985,BA_1987,BA_1989,BA_1992,BA_1995,BA_1996,BA_1998,BA_2000,BA_2001,BA_2002,BA_2003,BA_2004,BA_2005,BA_2006,BA_2007,BA_2008,BA_2009,BA_2010,BA_2011,BA_2012,BA_2013,BA_2014,BA_2015,BA_2016,BA_2017,BA_2018,BA_2019,BA_2020,BA_2021,id,treatment_year.x,popden_mean_5yrbefore_treatment,treatment_year.y,travelTime_mean_5yrbefore_treatment,MCWD_mean_5yrbefore_treatment,aveMaxTemp_mean_5yrbefore_treatment,aveMinTemp_mean_5yrbefore_treatment,avePrec_mean_5yrbefore_treatment,BA_sum_5yrbefore_treatment,lc_mode_5yrbefore_treatment,UI_mode_5yrbefore_treatment,treat,rescaleSlope,trendMCWD,diffUI,diffPopden,meanPrec,meanMaxT,meanMinT,p.score,distance,weights,subclass
29496,10,11,11,11,11,11,11,11,30.99785423,47.13842392,65.26067352,72.88902283,81.69090271,91.55567169,102.6116791,602.5727539,553.1434326,255,2,153.1690216,155.6757355,150.9257355,148.8222504,153.6757355,145.0991058,151.6757355,148.1824341,144.8491058,153.4190216,147.6757355,155.1623077,153.4055939,149.7657776,155.4257355,164.0924072,168.8491058,165.5090637,164.5157776,164.0023499,165.4257355,165.2590637,165.0789795,170.4391479,163.1757355,163.3424072,156.1757355,155.9257355,163.3491058,166.3491058,161.1757355,158.0090637,157.1757355,170.9754944,165.64888,166.8088226,274.2333984,282.8167114,279.9000549,270.6299133,276.5532837,280.1500549,276.5599976,280.2400818,276.9699707,284.3866272,284.9900818,285.1366272,282.3301392,279.9699707,285.3099976,288.2333984,292.1500549,290.4766846,286.8933411,291.0667114,288.3866272,290.0599976,288.8032837,295.0667114,292.5599976,287.2199707,283.0599976,283.8099976,283.6433411,286.6433411,288.6366272,283.5599976,283.2266846,296.2831421,291.8731995,293.0466003,92.68722534,96.5971756,101.2867508,92.81360626,83.50712585,84.13746643,87.06083679,98.09046173,105.6832809,89.17379761,103.3997116,98.55018616,89.48699188,84.20342255,88.1402359,112.7531891,84.50712585,97.80018616,64.50435638,75.68051147,94.53004456,138.9388123,86.94670868,107.1955338,95.27727509,110.8136063,83.28793335,107.6256256,86.93999481,117.312439,79.92656708,81.19670868,67.56360626,61.28121948,112.6200867,94.61061096,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,-386.0431519,-399.4365234,-435.4772034,-370.9156799,-302.3961487,-414.3386841,-601.9831543,-622.6799927,-620.3934326,-657.9915771,-607.8900757,-405.6453857,-511.3556824,-627.5900879,-551.8616943,-490.1401672,-447.4778137,-565.2006226,-667.4283447,-658.571106,-791.2070313,-794.9237061,-929.5925293,-1082.837646,-1078.187256,-1028.274536,-893.0020752,-662.0803833,-668.3759766,-667.9367676,-708.7249756,-836.53302,-813.3729248,-761.8945313,-812.5827637,802291.625,1222.813477,181.5615082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1998,NA,1998,602.5727539,-582.9200928,282.3446777,149.8577209,98.97948761,0,50,11,1,7.5561354,-63.59945679,0,16.14056969,91.69583435,278.0946777,148.6964233,0.423980854,0.274662727,1,3649
26667,6,11,11,11,11,11,11,11,33.54758072,51.01579285,70.62869263,72.84346008,81.75343323,91.76287842,103.0094681,442.9234924,458.1920776,255,9,156.5833282,159.1666718,154.3333282,151.9166718,157.0833282,148.4166718,155,151.4166718,148.3333282,156.75,151.0833282,158.5833282,156.9166718,153.1666718,158.75,167.4166718,172.1666718,168.6666718,167.8333282,167.4166718,168.75,168.6666718,168.4166718,173.9166718,166.5833282,166.5833282,159.5,159.3333282,166.8333282,169.6666718,164.4166718,161.3333282,160.4166718,174.0833282,168.3333282,169.6666718,279.0833435,287.4166565,284.5833435,275.3333435,281.5,285.1666565,281.4166565,285.3333435,281.9166565,289.4166565,290.0833435,290.0833435,287.3333435,284.75,290.25,293.0833435,297,295.4166565,291.8333435,295.8333435,293.3333435,295,293.5833435,299.9166565,297.4166565,292,287.75,288.75,288.4166565,291.5,293.4166565,288.25,287.9166565,300.8333435,296.3333435,297.5,88,91.83333588,95.16666412,87.5,78.58333588,79.25,82.75,93.33333588,99.75,84.41666412,97.58333588,93,84.33333588,78.58333588,82.83333588,105.75,80,91.66666412,60.16666794,70.66666412,89.25,131.0833282,81.58333588,101,90.08333588,106.5,79.33333588,101.25,81.5,112.5,74,75.41666412,62,57.33333206,107.5,90.58333588,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,-406.8431396,-445.6823425,-487.4324951,-449.1605835,-392.7643738,-533.2539673,-731.5909424,-762.111145,-791.0389404,-843.6071167,-787.5457764,-602.4163818,-727.9014893,-857.7474976,-799.3085938,-751.8386841,-722.4036255,-844.4917603,-959.9653931,-948.3814087,-1094.715698,-1112.940674,-1269.798096,-1450.967041,-1470.154663,-1434.094238,-1324.908203,-1135.780151,-1163.282715,-1184.122559,-1245.613525,-1387.799316,-1372.459961,-1363.696533,-1432.345703,504594.7188,1143.554443,55.66901779,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1998,NA,1998,442.9234924,-757.3438721,287.3666687,153.2333313,93.61666718,1,30,11,1,4.633169158,-79.65491333,0,17.46821213,86.73333435,283.0666626,152.05,0.642333185,0.999999864,1,820
34860,18,11,11,11,11,11,11,11,31.02589035,47.18106079,65.31970978,72.88903046,81.69091034,91.55567932,102.6116867,597.0976563,527.3441772,255,2,155.024353,157.568161,152.818161,150.6033783,155.568161,147.028656,153.568161,150.1119843,146.778656,155.274353,149.568161,156.9805298,155.1867065,151.6953125,157.318161,165.9848328,170.778656,167.4015045,166.4453125,165.8576813,167.318161,167.1515045,166.8971863,172.4058075,165.068161,165.2348328,158.068161,157.818161,165.278656,168.278656,163.068161,159.9015045,159.068161,172.6823883,167.3928833,168.5157318,276.9050598,285.4883728,282.5717163,273.1902466,279.1507568,282.8217163,279.1945496,282.9488831,279.5674133,286.9840698,287.6988831,287.7340698,285.0760193,282.5674133,287.9445496,290.9050598,294.8217163,293.1112366,289.5278931,293.7383728,290.9840698,292.6945496,291.4007568,297.7383728,295.1945496,289.8174133,285.6945496,286.4445496,286.2778931,289.2778931,291.2340698,286.1945496,285.8612366,298.7692871,294.3964539,295.6069336,90.49794006,94.37078857,98.72640228,90.40168762,81.24363708,82.13371277,85.09420013,95.82696533,103.0116119,86.91030121,100.542511,96.06404877,87.11217499,81.64307404,85.69120026,110.007309,82.24363708,95.31404877,62.68614197,73.45412445,91.93258667,135.3766022,84.34925079,103.6704102,93.12509918,108.4016876,81.65524292,104.1747208,84.30543518,113.972847,77.21779633,78.59925079,65.15168762,59.61142349,110.0597382,92.45842743,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,-357.3002625,-367.1192627,-398.4443359,-330.1886902,-252.874527,-362.0047607,-543.0657349,-560.197937,-553.3946533,-586.4055176,-530.1966553,-321.4889526,-428.420166,-538.2860107,-447.1938171,-377.1088562,-318.8343506,-435.5101013,-516.1422119,-506.9987488,-624.2495728,-612.0148926,-733.4463501,-871.1066895,-840.848938,-775.6573486,-624.7355347,-355.463501,-351.7355957,-343.4307861,-372.2939758,-495.4361267,-466.8833618,-405.5310974,-448.915741,1023163.063,1201.443359,289.9157104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1996,NA,1996,597.0976563,-521.0137207,282.3033264,150.5523621,90.59535828,0,50,11,1,9.72478325,-60.10402527,0,16.15517044,89.46202545,280.7366638,150.6111237,0.547948392,0.446566549,1,9013
33872,17,11,11,11,11,11,11,11,31.76120567,48.29925156,66.86779022,72.88903046,81.69091034,91.55567932,102.6116867,594.7888184,512.4016113,255,2,155.654129,158.2419281,153.4441986,151.1219635,156.2019501,147.5909576,154.2141876,150.6942902,147.3931885,155.8764038,150.1387329,157.5231018,155.7008209,152.2576294,157.9087067,166.5986328,171.4241791,168.0075531,167.0476074,166.4797211,167.9364471,167.8052673,167.5307312,173.0643158,165.7496796,165.7854004,158.6387329,158.3809814,165.8809357,168.8609619,163.6896973,160.5075531,159.7019501,173.1562805,167.8707733,169.005127,277.7210999,286.2566833,283.3122864,273.9820557,279.9942627,283.6455078,279.9389038,283.7888794,280.3754578,287.7521362,288.4634399,288.4744263,285.829071,283.3277283,288.7643433,291.7210999,295.6177673,293.9387817,290.3121948,294.4434814,291.7244263,293.4866333,292.1688232,298.5421753,295.9866333,290.5777283,286.4389038,287.1889038,287.0099792,290.0776978,291.9621887,286.9389038,286.6410522,299.4531555,295.1043091,296.3187866,90.17357635,94.04242706,98.31515503,89.86447906,80.89128876,81.93824005,84.80401611,95.24049377,102.4407196,86.3670578,99.81172943,95.64203644,86.61242676,81.12537384,85.14225006,109.5870972,81.58944702,94.9552536,62.38993073,72.95159912,91.3187027,134.2896423,83.65216064,102.3933029,93.19876099,107.8090057,81.66534424,102.9100876,83.53662872,112.7014389,76.5796814,78.12528229,64.575737,59.340168,109.3124008,91.87293243,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,-344.216095,-354.9776306,-387.0497437,-321.9915466,-246.2344971,-353.8143311,-532.7979736,-547.5671387,-538.2689209,-571.1209106,-512.791626,-306.9272461,-416.1791992,-523.9014282,-427.3137207,-358.4770203,-314.7603455,-428.7773743,-506.7742004,-495.6610413,-611.1098022,-598.9428101,-720.5258179,-856.7061768,-826.3562012,-758.1183472,-606.5302124,-335.87677,-342.2651367,-334.3890076,-361.6183167,-482.8066711,-453.237854,-390.9317322,-433.6360779,497945.9688,1162.059937,333.242981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1996,NA,1996,594.7888184,-508.713855,283.100177,151.1538055,90.15810547,0,50,11,1,4.567887755,-58.40688477,0,16.53804588,89.06295166,281.5486023,151.2189148,0.493372685,0.378914964,1,8025
33162,15,11,11,11,11,11,11,11,30.99785423,47.13842773,65.26068115,72.88902283,81.69090271,91.55567169,102.6116791,667.3457031,488.3396301,255,2,157,159.5833282,154.8333282,152.5,157.5833282,149.0833282,155.5833282,152.1666718,148.8333282,157.25,151.5833282,158.9166718,157.0833282,153.75,159.3333282,168,172.8333282,169.4166718,168.5,167.8333282,169.3333282,169.1666718,168.8333282,174.5,167.0833282,167.25,160.0833282,159.8333282,167.3333282,170.3333282,165.0833282,161.9166718,161.0833282,174.5,169.25,170.3333282,279.75,288.3333435,285.4166565,275.9166565,281.9166565,285.6666565,282,285.8333435,282.3333435,289.75,290.5833435,290.5,288,285.3333435,290.75,293.75,297.6666565,295.9166565,292.3333435,296.5833435,293.75,295.5,294.1666565,300.5833435,298,292.5833435,288.5,289.25,289.0833435,292.0833435,294,289,288.6666565,301.4166565,297.0833435,298.3333435,88.16666412,92,96,87.83333588,78.83333588,80,83,93.41666412,100.1666641,84.5,97.5,93.41666412,84.58333588,78.91666412,83.08333588,107.0833359,79.83333588,92.66666412,60.75,71.08333588,89.16666412,131.5833282,81.58333588,99.91666412,90.83333588,105.8333359,79.91666412,100.5,81.5,110.4166641,74.33333588,75.83333588,62.58333206,57.83333206,107.3333359,90.16666412,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,-356.7519226,-375.3850708,-408.2996521,-354.2391052,-276.8054199,-400.1790161,-586.9692383,-604.4490356,-610.4890747,-648.4939575,-577.7449341,-373.8637695,-486.8981934,-599.6915283,-513.0819702,-443.1940918,-369.7100525,-483.6383057,-564.0755615,-546.6794434,-663.3637085,-656.7370605,-785.8012085,-932.2930298,-906.4900513,-844.2318726,-701.5631104,-445.4015503,-443.8782959,-442.036438,-478.8866882,-607.4228516,-581.4686279,-537.6160278,-588.2810059,712528.75,1212.610718,231.4741974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1996,NA,1996,667.3457031,-570.1160645,285.1166687,152.5833313,88.21666565,0,50,11,1,6.674789817,-66.73673096,0,16.1405735,87.08333282,283.55,152.6499969,0.610562774,0.530809106,1,7315
30420,11,11,11,11,11,11,11,11,30.99785423,47.13842773,65.26068115,72.88902283,81.69090271,91.55567169,102.6116791,667.2722778,486.8044739,255,2,157,159.5833282,154.8333282,152.5,157.5833282,149.0833282,155.5833282,152.1666718,148.8333282,157.25,151.5833282,158.9166718,157.0833282,153.75,159.3333282,168,172.8333282,169.4166718,168.5,167.8333282,169.3333282,169.1666718,168.8333282,174.5,167.0833282,167.25,160.0833282,159.8333282,167.3333282,170.3333282,165.0833282,161.9166718,161.0833282,174.5,169.25,170.3333282,279.75,288.3333435,285.4166565,275.9166565,281.9166565,285.6666565,282,285.8333435,282.3333435,289.75,290.5833435,290.5,288,285.3333435,290.75,293.75,297.6666565,295.9166565,292.3333435,296.5833435,293.75,295.5,294.1666565,300.5833435,298,292.5833435,288.5,289.25,289.0833435,292.0833435,294,289,288.6666565,301.4166565,297.0833435,298.3333435,88.16666412,92,96,87.83333588,78.83333588,80,83,93.41666412,100.1666641,84.5,97.5,93.41666412,84.58333588,78.91666412,83.08333588,107.0833359,79.83333588,92.66666412,60.75,71.08333588,89.16666412,131.5833282,81.58333588,99.91666412,90.83333588,105.8333359,79.91666412,100.5,81.5,110.4166641,74.33333588,75.83333588,62.58333206,57.83333206,107.3333359,90.16666412,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,-358.3820801,-377.1764832,-410.3507996,-356.3760681,-279.4686584,-402.853241,-590.0460815,-607.6087036,-613.871582,-652.0586548,-581.5592651,-378.1360474,-490.9653015,-604.1155396,-518.49823,-449.1838684,-377.4466553,-491.276886,-573.0806885,-555.5043945,-673.2219849,-667.5831909,-797.5805054,-945.3200073,-921.3870239,-860.1928711,-718.7592773,-465.3408813,-464.802002,-463.3110657,-501.0443726,-629.7671509,-604.1526489,-560.9333496,-612.0092773,612547.1875,1209.866455,244.8458557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1996,NA,1996,667.2722778,-573.2876526,285.1166687,152.5833313,88.21666565,0,50,11,1,5.69311105,-66.88058472,0,16.1405735,87.08333282,283.55,152.6499969,0.592519061,0.505828125,1,4573
29206,10,11,11,11,11,11,11,11,30.99785423,47.13842392,65.26068115,72.88902283,81.69090271,91.55567169,102.6116791,614.6660156,528.2380371,255,2,156.0679626,158.6326599,153.8826599,151.6052399,156.6326599,148.1140137,154.6326599,151.1973572,147.8640137,156.3179626,150.6326599,158.0032806,156.1885834,152.7806854,158.3826599,167.0493164,171.8640137,168.4659882,167.5306854,166.9012909,168.3826599,168.2159882,167.9199371,173.5120392,166.1326599,166.2993164,159.1326599,158.8826599,166.3640137,169.3640137,164.1326599,160.9659882,160.1326599,173.6425323,168.3738861,169.4758606,278.4078674,286.9912109,284.0745239,274.6304626,280.6118164,284.3245239,280.6765137,284.4725647,281.0284729,288.4451294,289.2225647,289.1951294,286.6206055,284.0284729,289.4265137,292.4078674,296.3245239,294.5932007,291.0098572,295.2412109,292.4451294,294.1765137,292.8618164,299.2412109,296.6765137,291.2784729,287.1765137,287.9265137,287.7598572,290.7598572,292.6951294,287.6765137,287.3432007,300.1677246,295.8157654,297.0471191,89.26647186,93.11844635,97.28620911,89.04498291,79.97042084,81.00659943,83.98796082,94.55375671,101.5087967,85.63708496,98.93534088,94.66559601,85.7763443,80.20287323,84.31362152,108.4627533,80.97042084,93.91559601,61.66339874,72.2017746,90.47151947,133.3728485,82.88818359,101.6875381,91.91449738,107.0449829,80.73686218,102.2335892,82.82349396,112.0943298,75.69410706,77.13818359,63.79498291,58.67216492,108.619545,91.24783325,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,-376.6608582,-393.2354736,-428.5543518,-369.5707092,-298.2892151,-416.036438,-604.5965576,-623.9268799,-626.5976563,-664.99646,-605.2613525,-403.7182007,-512.4296875,-628.1125488,-550.2036133,-486.2677612,-433.9102173,-549.3674927,-645.1342773,-631.3288574,-759.3532715,-761.1308594,-896.0931396,-1050.125854,-1041.048462,-988.4598999,-853.604187,-619.1149902,-624.7675781,-624.7705078,-666.5361328,-795.3260498,-771.8883667,-726.3897095,-778.4338989,863993.625,1230.484497,44.1076889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1998,NA,1998,614.6660156,-584.9001099,286.4727722,152.8030548,95.06011505,0,50,11,1,8.161962533,-65.66168823,0,16.14056969,88.2055069,282.2227783,151.6881409,0.613174498,0.529954708,1,3359
43718,50,11,11,11,11,11,11,11,56.07608795,85.27488708,118.058609,72.88902283,81.69090271,91.55567169,102.6116791,172.0192413,421.1493835,255,65,147.8023529,150.5895386,145.5433807,143.126709,148.5895386,139.4882355,146.6728668,142.7190247,139.4690247,147.9600372,141.9600372,149.376709,147.6728668,144.376709,150.126709,158.9228668,163.7190247,160.5062103,159.3856964,158.7472229,160.126709,160.098526,159.848526,165.2562103,157.9228668,157.876709,150.7933807,150.5062103,157.8305511,160.8856964,155.876709,152.5433807,151.9228668,165.376709,160.0895386,161.5062103,267.4984436,275.8228149,272.7856445,263.4804993,269.702301,273.3228149,269.6651306,273.4894714,269.9433289,277.2394714,277.7394714,277.7304993,274.9804993,272.6933289,278.5728149,281.4894714,285.2394714,283.5356445,279.8599854,283.8599854,281.1843262,283.1189575,281.6561584,288.1189575,285.6099854,280.1189575,275.8971558,276.7394714,276.452301,279.5356445,281.6189575,276.702301,276.2574158,289.2112732,284.8599854,286.2766724,106.8568649,110.0427399,116.6248322,106.0696869,97.4965744,97.39527893,99.21063995,110.2375946,120.8646011,100.4144821,116.5235291,114.1517792,102.2004242,97.80171967,100.922226,129.7710571,96.37731171,114.4287262,75.71188354,86.90550232,108.2273712,152.0786743,98.41448212,119.3376541,111.4953384,122.274765,96.03499603,118.4875946,98.08114624,126.9504242,91.73883057,93.54397583,78.67470551,70.49131775,123.8581009,105.5619431,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,-169.6569672,-153.4165344,-173.8299561,-183.631012,-149.6115417,-196.047226,-283.1737976,-220.4342957,-165.7501678,-199.6327667,-128.3009491,-127.1181717,-219.867569,-240.4143219,-128.621109,-122.4522018,-198.5361786,-231.9852142,-219.3036346,-175.9671478,-231.4886169,-171.9949036,-240.0082245,-285.1672058,-181.7072906,-149.5598755,-139.1589661,-127.5684738,-221.4294586,-179.1911163,-193.545166,-244.9004364,-206.142746,-161.2808533,-170.2785339,4595732.5,1420.215576,118.2444305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,2009,72.88902283,2009,172.0192413,-207.7525055,281.9358826,159.6413361,104.2675827,0,40,11,1,44.80240631,-3.22772522,0,29.19879913,105.0409378,271.2246094,143.387738,0.901774963,0.852184424,1,17871
28696,10,11,11,11,11,11,11,11,30.99785233,47.13842392,65.26068115,72.88902283,81.69090271,91.55567169,102.6116791,612.9151001,547.0584717,255,2,153.6328583,156.1488342,151.3988342,149.2675323,154.1488342,145.5814972,152.1488342,148.6648254,145.3314972,153.8828583,148.1488342,155.6168518,153.8508606,150.2481689,155.8988342,164.565506,169.3314972,165.9821625,164.9981689,164.4661865,165.8988342,165.7321625,165.5335236,170.9308167,163.6488342,163.815506,156.6488342,156.3988342,163.8314972,166.8314972,161.6488342,158.4821625,157.6488342,171.4022217,166.0848846,167.2355499,274.9013062,283.4846191,280.5679626,271.2700195,277.2026672,280.8179626,277.2186584,280.9172974,277.6193237,285.0359802,285.6672974,285.7859802,283.0166321,280.6193237,285.9686584,288.9013062,292.8179626,291.1353149,287.5519714,291.7346191,289.0359802,290.7186584,289.4526672,295.7346191,293.2186584,287.8693237,283.7186584,284.4686584,284.3019714,287.3019714,289.2859802,284.2186584,283.8853149,296.9046936,292.5039978,293.686676,92.13990784,96.04058075,100.6466675,92.21062469,82.94126129,83.63652039,86.56917572,97.52458954,105.0153656,88.60792542,102.6854095,97.9286499,88.89328766,83.56333923,87.52796936,112.0667191,83.94126129,97.1786499,64.04981232,75.12391663,93.88067627,138.0482635,86.29734039,106.3142548,94.73922729,110.2106247,82.87976074,106.7629013,86.28134918,116.4775391,79.24937439,80.54734039,66.96062469,60.86376953,111.9800034,94.07256317,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,-378.9810791,-391.2860718,-425.9433289,-360.0667114,-288.984436,-400.168396,-586.1729736,-605.9661255,-602.6133423,-638.8962402,-587.1556396,-382.9254761,-488.7258606,-603.3423462,-523.8035889,-459.7332458,-412.2225952,-529.729187,-626.2142334,-617.2596436,-745.84729,-745.1724854,-876.2796021,-1025.565063,-1014.076416,-960.2739258,-820.946228,-579.8445435,-582.875061,-580.1525269,-617.8984985,-744.5107422,-719.9467163,-665.8544312,-714.5648804,1810268,1196.458984,84.46922302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1998,NA,1998,612.9151001,-563.5113647,283.0051758,150.3289734,98.352388,0,50,11,1,17.4530502,-62.72578125,0,16.14057159,91.13738251,278.7551819,149.1750977,0.625103825,0.537648261,1,2849
